uin,incident_year,state,site_category,shark_common_name,shark_scientific_name,provoked_unprovoked,victim_activity
1,1791,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
2,1803,WA,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
3,1807,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
4,1820,TAS,coastal,NA,NA,provoked,swimming
5,1825,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
6,1830,TAS,island open ocean,white shark,Carcharodon carcharias ,unprovoked,swimming
7,1832,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,swimming
8,1832,NSW,coastal,white shark,Carcharodon carcharias ,provoked,fishing
9,1836,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
10,1836,QLD,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
11,1836,QLD,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
12,1837,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
13,1839,VIC,coastal,white shark,Carcharodon carcharias ,provoked,swimming
14,1840,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
15,1841,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
16,1847,QLD,coastal,bull shark,Carcharhinus leucas,unprovoked,swimming
17,1847,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
18,1849,WA,ocean/pelagic,white shark,Carcharodon carcharias ,provoked,swimming
19,1849,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
20,1849,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
21,1850,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
22,1850,NSW,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
23,1853,NSW,estuary/harbour,wobbegong,Orectolobidae,provoked,swimming
24,1855,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
25,1855,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
26,1855,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
27,1855,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
28,1856,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
29,1856,SA,coastal,wobbegong,Orectolobidae,unprovoked,NA
30,1858,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
31,1860,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
32,1861,QLD,coastal,wobbegong,Orectolobidae,unprovoked,swimming
33,1862,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
34,1862,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
35,1863,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
36,1863,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,swimming
37,1863,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
38,1863,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,NA
39,1865,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
40,1868,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
41,1869,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
42,1869,SA,coastal,broadnose sevengill shark,Notorynchus cepedianus,provoked,fishing
43,1870,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
44,1870,QLD,coastal,whaler shark,Carcharhinidae,provoked,spearfishing
45,1872,QLD,coastal,NA,NA,unprovoked,swimming
46,1873,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,unmotorised boating
47,1874,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
48,1874,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
49,1874,NSW,coastal,wobbegong,Orectolobidae,provoked,swimming
50,1875,NSW,river,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
51,1875,QLD,estuary/harbour,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
52,1875,NSW,island open ocean,white shark,Carcharodon carcharias ,provoked,swimming
53,1875,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
54,1876,WA,river,bull shark,Carcharhinus leucas,provoked,snorkelling
55,1876,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
56,1876,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
57,1876,VIC,estuary/harbour,white shark,Carcharodon carcharias ,unprovoked,swimming
58,1876,NSW,coastal,whaler shark,Carcharhinidae,provoked,diving
59,1876,NSW,island open ocean,bull shark,Carcharhinus leucas,unprovoked,swimming
60,1877,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
61,1877,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
62,1877,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
63,1877,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
64,1877,SA,coastal,NA,NA,provoked,swimming
65,1878,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
66,1878,VIC,river,whaler shark,Carcharhinidae,unprovoked,swimming
67,1878,QLD,coastal,bull shark,Carcharhinus leucas,provoked,fishing
68,1878,NSW,estuary/harbour,wobbegong,Orectolobidae,unprovoked,swimming
69,1879,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
70,1879,NSW,estuary/harbour,white shark,Carcharodon carcharias ,unprovoked,swimming
71,1880,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
72,1880,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
73,1880,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
74,1880,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
75,1881,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
76,1881,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,NA
77,1881,QLD,ocean/pelagic,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
78,1881,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
79,1881,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
80,1882,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
81,1882,NSW,estuary/harbour,white shark,Carcharodon carcharias ,unprovoked,NA
82,1882,NSW,coastal,wobbegong,Orectolobidae,unprovoked,swimming
83,1882,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
84,1882,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
85,1883,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
86,1883,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
87,1883,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,swimming
88,1884,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
89,1885,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
90,1885,WA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
91,1886,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
92,1886,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
93,1887,NSW,estuary/harbour,whaler shark,Carcharhinidae,unprovoked,unmotorised boating
94,1887,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
95,1888,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
96,1888,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
97,1889,VIC,ocean/pelagic,white shark,Carcharodon carcharias ,unprovoked,swimming
98,1890,TAS,river,broadnose sevengill shark,Notorynchus cepedianus,unprovoked,swimming
99,1891,NSW,coastal,wobbegong,Orectolobidae,provoked,diving
100,1891,VIC,coastal,wobbegong,Orectolobidae,provoked,snorkelling
101,1892,QLD,river,tiger shark,Galeocerdo cuvier ,provoked,diving
102,1892,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
103,1892,QLD,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
104,1892,QLD,island open ocean,bull shark,Carcharhinus leucas,unprovoked,swimming
105,1893,WA,coastal,wobbegong,Orectolobidae,provoked,fishing
106,1893,QLD,ocean/pelagic,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
107,1893,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
108,1894,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
109,1895,QLD,river,bull shark,Carcharhinus leucas,unprovoked,unmotorised boating
110,1895,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
111,1895,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
112,1895,WA,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,diving
113,1895,NSW,coastal,whaler shark,Carcharhinidae,provoked,swimming
114,1895,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,diving
115,1895,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
116,1896,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
117,1896,WA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
118,1897,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
119,1897,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
120,1898,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,fishing
121,1898,QLD,coastal,whaler shark,Carcharhinidae,provoked,fishing
122,1899,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
123,1899,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
124,1900,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
125,1900,NT,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
126,1900,QLD,estuary/harbour,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
127,1900,QLD,island open ocean,NA,NA,provoked,snorkelling
128,1900,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
129,1901,NT,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
130,1901,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
131,1901,QLD,river,wobbegong,Orectolobidae,provoked,swimming
132,1901,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
133,1901,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
134,1901,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
135,1902,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
136,1902,QLD,coastal,whaler shark,Carcharhinidae,provoked,swimming
137,1903,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
138,1903,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,fishing
139,1903,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
140,1903,NSW,coastal,whaler shark,Carcharhinidae,provoked,diving
141,1904,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
142,1905,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
143,1905,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
144,1906,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
145,1906,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
146,1906,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
147,1906,NSW,coastal,wobbegong,Orectolobidae,unprovoked,motorised boating
148,1907,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
149,1907,WA,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
150,1907,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
151,1907,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
152,1909,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
153,1910,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
154,1910,WA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
155,1910,WA,coastal,NA,NA,unprovoked,swimming
156,1910,QLD,island open ocean,NA,NA,unprovoked,swimming
157,1911,WA,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
158,1911,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
159,1911,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
160,1912,NSW,coastal,dusky shark,Carcharhinus obscurus,unprovoked,swimming
161,1912,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
162,1912,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
163,1912,WA,coastal,wobbegong,Orectolobidae,provoked,diving
164,1912,SA,coastal,white shark,Carcharodon carcharias ,provoked,fishing
165,1912,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
166,1912,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
167,1913,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
168,1913,NSW,river,bull shark,Carcharhinus leucas,provoked,fishing
169,1913,QLD,island open ocean,NA,NA,provoked,swimming
170,1913,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
171,1913,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
172,1914,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,unmotorised boating
173,1914,QLD,coastal,wobbegong,Orectolobidae,unprovoked,swimming
174,1914,NSW,river,bull shark,Carcharhinus leucas,unprovoked,unmotorised boating
175,1914,SA,coastal,wobbegong,Orectolobidae,provoked,spearfishing
176,1914,NSW,river,bull shark,Carcharhinus leucas,provoked,fishing
177,1914,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
178,1914,QLD,Coastal,NA,NA,unprovoked,swimming
179,1914,WA,coastal,wobbegong,Orectolobidae,provoked,NA
180,1915,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
181,1915,QLD,coastal,wobbegong,Orectolobidae,unprovoked,unmotorised boating
182,1915,NSW,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
183,1915,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
184,1916,TAS,coastal,wobbegong,Orectolobidae,provoked,diving
185,1916,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
186,1916,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
187,1916,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
188,1916,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
189,1916,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
190,1916,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,other: standing in water
191,1916,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
192,1917,QLD,coastal,whaler shark,Carcharhinidae,provoked,fishing
193,1917,WA,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
194,1918,NSW,coastal,wobbegong,Orectolobidae,provoked,fishing
195,1918,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
196,1918,QLD,coastal,wobbegong,Orectolobidae,provoked,swimming
197,1918,NSW,Coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
198,1918,NSW,coastal,wobbegong,Orectolobidae,provoked,diving
199,1918,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
200,1918,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
201,1918,QLD,Ocean/pelagic,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
202,1919,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
203,1919,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
204,1919,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
205,1919,QLD,coastal,wobbegong,Orectolobidae,provoked,swimming
206,1919,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
207,1920,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
208,1920,NSW,estuary/harbour,wobbegong,Orectolobidae,provoked,spearfishing
209,1920,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
210,1920,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
211,1920,NSW,coastal,wobbegong,Orectolobidae,provoked,snorkelling
212,1920,WA,coastal,wobbegong,Orectolobidae,unprovoked,other: standing in water
213,1920,WA,coastal,wobbegong,Orectolobidae,unprovoked,other: standing in water
214,1920,QLD,island open ocean,NA,NA,provoked,fishing
215,1920,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
216,1921,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
217,1921,QLD,ocean/pelagic,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
218,1921,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
219,1921,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
220,1921,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
221,1922,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
222,1922,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
223,1922,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
224,1922,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
225,1922,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
226,1923,WA,river,bull shark,Carcharhinus leucas,unprovoked,swimming
227,1923,NSW,coastal,white shark,Carcharodon carcharias ,provoked,swimming
228,1923,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
229,1923,QLD,ocean/pelagic,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
230,1923,WA,coastal,wobbegong,Orectolobidae,provoked,fishing
231,1923,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
232,1923,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
233,1923,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
234,1923,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,NA
235,1923,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,NA
236,1923,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
237,1924,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
238,1924,WA,coastal,wobbegong,Orectolobidae,unprovoked,swimming
239,1924,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
240,1924,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
241,1924,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
242,1925,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
243,1925,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
244,1925,WA,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
245,1926,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
246,1926,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
247,1926,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
248,1926,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
249,1927,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
250,1927,NSW,river,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
251,1927,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
252,1927,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
253,1927,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,NA
254,1927,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
255,1927,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
256,1927,WA,Coastal,tiger shark,Galeocerdo cuvier ,provoked,diving
257,1928,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,NA
258,1928,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
259,1928,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
260,1928,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
261,1928,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
262,1928,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
263,1928,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
264,1928,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
265,1929,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
266,1929,SA,coastal,wobbegong,Orectolobidae,provoked,fishing
267,1929,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
268,1929,NSW,coastal,wobbegong,Orectolobidae,provoked,snorkelling
269,1929,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
270,1929,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
271,1929,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,unmotorised boating
272,1929,QLD,island open ocean,NA,NA,provoked,snorkelling
273,1929,SA,coastal,wobbegong,Orectolobidae,unprovoked,unmotorised boating
274,1929,SA,coastal,wobbegong,Orectolobidae,unprovoked,unmotorised boating
275,1929,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
276,1929,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
277,1929,QLD,coastal,bull shark,Carcharhinus leucas,provoked,fishing
278,1929,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
279,1929,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
280,1929,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
281,1929,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
282,1929,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
283,1929,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
284,1929,NSW,island open ocean,wobbegong,Orectolobidae,unprovoked,swimming
285,1929,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
286,1929,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
287,1929,QLD,coastal,NA,NA,unprovoked,swimming
288,1930,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
289,1930,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
290,1930,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
291,1930,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
292,1930,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
293,1930,WA,coastal,wobbegong,Orectolobidae,provoked,fishing
294,1930,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
295,1931,NSW,estuary/harbour,wobbegong,Orectolobidae,provoked,fishing
296,1931,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
297,1931,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
298,1931,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
299,1931,QLD,estuary/harbour,bull shark,Carcharhinus leucas,provoked,swimming
300,1931,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
