uin,incident_year,state,site_category,shark_common_name,shark_scientific_name,provoked_unprovoked,victim_activity
301,1932,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
302,1932,QLD,river,bull shark,Carcharhinus leucas,provoked,fishing
303,1932,NSW,coastal,wobbegong,Orectolobidae,provoked,fishing
304,1932,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
305,1932,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
306,1932,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
307,1932,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
308,1932,NT,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
309,1933,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
310,1933,WA,river,bull shark,Carcharhinus leucas,provoked,fishing
311,1933,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
312,1933,QLD,ocean/pelagic,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
313,1933,NT,coastal,NA,NA,provoked,fishing
314,1933,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
315,1933,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,diving
316,1933,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
317,1933,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
318,1933,NSW,coastal,wobbegong,Orectolobidae,provoked,swimming
319,1934,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
320,1934,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
321,1934,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
322,1934,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
323,1934,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
324,1934,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
325,1934,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
326,1934,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
327,1934,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
328,1934,NT,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
329,1934,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
330,1934,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
331,1934,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
332,1934,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
333,1935,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
334,1935,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
335,1935,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
336,1935,QLD,coastal,whaler shark,Carcharhinidae,unprovoked,snorkelling
337,1935,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
338,1935,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
339,1935,QLD,island open ocean,whaler shark,Carcharhinidae,provoked,snorkelling
340,1935,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
341,1935,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
342,1936,NSW,coastal,white shark,Carcharodon carcharias ,provoked,boarding
343,1936,WA,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
344,1936,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
345,1936,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
346,1936,QLD,river,bull shark,Carcharhinus leucas,unprovoked,unmotorised boating
347,1936,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
348,1936,QLD,river,whaler shark,Carcharhinidae,unprovoked,swimming
349,1936,QLD,Ocean/pelagic,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
350,1936,QLD,coastal,NA,NA,provoked,snorkelling
351,1936,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
352,1936,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
353,1936,QLD,island open ocean,whaler shark,Carcharhinidae,provoked,snorkelling
354,1936,WA,island open ocean,wobbegong,Orectolobidae,provoked,swimming
355,1936,NSW,coastal,wobbegong,Orectolobidae,unprovoked,swimming
356,1936,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
357,1937,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
358,1937,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
359,1937,NSW,coastal,wobbegong,Orectolobidae,unprovoked,swimming
360,1937,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
361,1937,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
362,1937,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
363,1937,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
364,1937,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
365,1937,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
366,1937,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
367,1938,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,fishing
368,1938,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,swimming
369,1938,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
370,1938,NT,estuary/harbour,whaler shark,Carcharhinidae,unprovoked,unmotorised boating
371,1938,QLD,island open ocean,NA,NA,provoked,diving
372,1938,NT,island open ocean,whaler shark,Carcharhinidae,provoked,diving
373,1938,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,fishing
374,1938,QLD,coastal,wobbegong,Orectolobidae,provoked,swimming
375,1939,NSW,river,bull shark,Carcharhinus leucas,provoked,fishing
376,1939,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
377,1939,QLD,island open ocean,NA,NA,unprovoked,swimming
378,1939,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
379,1939,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
380,1939,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
381,1940,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
382,1940,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
383,1940,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
384,1940,NSW,estuary/harbour,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
385,1940,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
386,1940,NSW,coastal,wobbegong,Orectolobidae,provoked,snorkelling
387,1940,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
388,1940,NSW,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
389,1941,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
390,1941,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
391,1941,WA,ocean/pelagic,NA,NA,unprovoked,swimming
392,1941,WA,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
393,1942,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
394,1942,NSW,coastal,white shark,Carcharodon carcharias ,provoked,boarding
395,1942,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
396,1942,QLD,island open ocean,NA,NA,provoked,snorkelling
397,1942,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
398,1942,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
399,1943,NT,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
400,1944,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
401,1945,NSW,coastal,wobbegong,Orectolobidae,provoked,fishing
402,1945,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
403,1946,QLD,coastal,NA,NA,unprovoked,swimming
404,1946,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
405,1946,WA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
406,1946,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
407,1946,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
408,1946,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
409,1946,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
410,1946,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
411,1947,NT,estuary/harbour,tiger shark,Galeocerdo cuvier ,provoked,diving
412,1947,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,other: standing in water
413,1947,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
414,1947,NSW,river,bull shark,Carcharhinus leucas,unprovoked,swimming
415,1947,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,fishing
416,1948,WA,island open ocean,wobbegong,Orectolobidae,provoked,swimming
417,1948,NSW,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
418,1948,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
419,1948,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
420,1948,NSW,estuary/harbour,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
421,1949,NSW,coastal,whaler shark,Carcharhinidae,provoked,boarding
422,1949,NSW,coastal,wobbegong,Orectolobidae,provoked,NA
423,1949,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
424,1949,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
425,1949,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
426,1949,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
427,1949,WA,coastal,bull shark,Carcharhinus leucas,unprovoked,swimming
428,1949,TAS,island open ocean,white shark,Carcharodon carcharias ,unprovoked,swimming
429,1949,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
430,1949,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
431,1949,NSW,coastal,wobbegong,Orectolobidae,provoked,swimming
432,1950,VIC,coastal,wobbegong,Orectolobidae,provoked,swimming
433,1950,QLD,Coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
434,1950,QLD,coastal,bull shark,Carcharhinus leucas,unprovoked,swimming
435,1950,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,unmotorised boating
436,1950,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
437,1951,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,spearfishing
438,1951,NSW,coastal,wobbegong,Orectolobidae,unprovoked,swimming
439,1951,NSW,coastal,wobbegong,Orectolobidae,provoked,boarding
440,1951,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
441,1951,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
442,1951,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
443,1951,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
444,1952,NSW,coastal,wobbegong,Orectolobidae,unprovoked,boarding
445,1952,QLD,estuary/harbour,bull shark,Carcharhinus leucas,provoked,NA
446,1952,WA,coastal,wobbegong,Orectolobidae,provoked,fishing
447,1952,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
448,1952,SA,coastal,white shark,Carcharodon carcharias ,provoked,fishing
449,1953,NSW,coastal,wobbegong,Orectolobidae,provoked,spearfishing
450,1953,NSW,coastal,wobbegong,Orectolobidae,provoked,spearfishing
451,1953,NSW,coastal,wobbegong,Orectolobidae,provoked,spearfishing
452,1953,NSW,coastal,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
453,1953,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
454,1953,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
455,1953,QLD,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
456,1954,SA,coastal,wobbegong,Orectolobidae,provoked,NA
457,1954,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
458,1954,NSW,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
459,1954,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
460,1954,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
461,1954,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
462,1955,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,spearfishing
463,1955,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
464,1955,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
465,1955,QLD,island open ocean,wobbegong,Orectolobidae,provoked,spearfishing
466,1956,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
467,1956,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
468,1956,VIC,coastal,wobbegong,Orectolobidae,unprovoked,swimming
469,1956,VIC,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
470,1956,WA,coastal,whaler shark,Carcharhinidae,unprovoked,diving
471,1956,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
472,1956,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
473,1956,QLD,coastal,wobbegong,Orectolobidae,provoked,diving
474,1957,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
475,1957,WA,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
476,1957,NSW,coastal,wobbegong,Orectolobidae,unprovoked,swimming
477,1957,QLD,estuary/harbour,tiger shark,Galeocerdo cuvier ,provoked,swimming
478,1957,NSW,coastal,white shark,Carcharodon carcharias ,provoked,spearfishing
479,1957,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,snorkelling
480,1958,NSW,coastal,wobbegong,Orectolobidae,unprovoked,swimming
481,1958,NSW,coastal,white shark,Carcharodon carcharias ,provoked,spearfishing
482,1958,NSW,estuary/harbour,bull shark,Carcharhinus leucas,provoked,fishing
483,1958,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,spearfishing
484,1958,VIC,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
485,1958,NSW,coastal,wobbegong,Orectolobidae,provoked,spearfishing
486,1958,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
487,1959,WA,river,bull shark,Carcharhinus leucas,provoked,fishing
488,1959,QLD,coastal,wobbegong,Orectolobidae,unprovoked,swimming
489,1959,TAS,coastal,white shark,Carcharodon carcharias ,provoked,swimming
490,1959,TAS,island open ocean,white shark,Carcharodon carcharias ,unprovoked,unmotorised boating
491,1959,NSW,coastal,whaler shark,Carcharhinidae,provoked,spearfishing
492,1959,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,provoked,NA
493,1959,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,swimming
494,1959,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
495,1959,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
496,1959,QLD,coastal,tiger shark,Galeocerdo cuvier ,provoked,boarding
497,1960,VIC,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
498,1960,NSW,river,bull shark,Carcharhinus leucas,unprovoked,snorkelling
499,1960,VIC,island open ocean,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
500,1960,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
501,1960,NSW,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
502,1960,QLD,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
503,1960,WA,coastal,wobbegong,Orectolobidae,provoked,spearfishing
504,1960,NSW,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
505,1960,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
506,1961,NSW,ocean/pelagic,dogfish,Squalidae,provoked,swimming
507,1961,VIC,coastal,wobbegong,Orectolobidae,unprovoked,swimming
508,1961,WA,island open ocean,wobbegong,Orectolobidae,provoked,spearfishing
509,1961,SA,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
510,1961,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
511,1961,SA,coastal,white shark,Carcharodon carcharias ,provoked,spearfishing
512,1961,VIC,coastal,dusky shark,Carcharhinus obscurus,provoked,spearfishing
513,1961,QLD,coastal,bull shark,Carcharhinus leucas,unprovoked,boarding
514,1961,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
515,1961,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
516,1961,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
517,1962,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
518,1962,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
519,1962,QLD,coastal,wobbegong,Orectolobidae,provoked,swimming
520,1962,NSW,coastal,whaler shark,Carcharhinidae,provoked,spearfishing
521,1962,SA,coastal,white shark,Carcharodon carcharias ,provoked,spearfishing
522,1963,NSW,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,other: standing in water
523,1963,NSW,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
524,1963,WA,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
525,1963,SA,coastal,white shark,Carcharodon carcharias ,provoked,spearfishing
526,1964,WA,coastal,whaler shark,Carcharhinidae,provoked,spearfishing
527,1964,WA,coastal,wobbegong,Orectolobidae,provoked,spearfishing
528,1964,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
529,1964,WA,coastal,NA,NA,provoked,swimming
530,1964,VIC,island open ocean,white shark,Carcharodon carcharias ,provoked,snorkelling
531,1965,VIC,coastal,wobbegong,Orectolobidae,provoked,other: standing in water
532,1965,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,boarding
533,1965,WA,island open ocean,wobbegong,Orectolobidae,provoked,spearfishing
534,1966,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
535,1966,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
536,1966,WA,island open ocean,shortfin mako shark,Isurus oxyrinchus,provoked,spearfishing
537,1966,NSW,coastal,wobbegong,Orectolobidae,provoked,spearfishing
538,1966,QLD,island open ocean,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
539,1966,TAS,coastal,white shark,Carcharodon carcharias ,provoked,swimming
540,1966,NSW,coastal,wobbegong,Orectolobidae,provoked,spearfishing
541,1967,NSW,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
542,1967,WA,coastal,white shark,Carcharodon carcharias ,provoked,spearfishing
543,1968,WA,river,bull shark,Carcharhinus leucas,unprovoked,swimming
544,1968,SA,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
545,1968,SA,island open ocean,white shark,Carcharodon carcharias ,provoked,diving
546,1969,NSW,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,snorkelling
547,1969,NSW,coastal,wobbegong,Orectolobidae,provoked,spearfishing
548,1969,WA,river,bull shark,Carcharhinus leucas,unprovoked,swimming
549,1971,TAS,coastal,school shark,Galeorhinus galeus ,unprovoked,swimming
550,1971,WA,coastal,whaler shark,Carcharhinidae,provoked,spearfishing
551,1971,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
552,1972,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
553,1972,QLD,island open ocean,NA,NA,unprovoked,swimming
554,1972,TAS,coastal,white shark,Carcharodon carcharias ,provoked,diving
555,1972,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
556,1972,QLD,ocean/pelagic,whaler shark,Carcharhinidae,provoked,spearfishing
557,1972,SA,coastal,white shark,Carcharodon carcharias ,provoked,diving
558,1973,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
559,1973,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
560,1973,QLD,island open ocean,white shark,Carcharodon carcharias ,unprovoked,boarding
561,1973,QLD,river,bull shark,Carcharhinus leucas,unprovoked,swimming
562,1974,SA,coastal,white shark,Carcharodon carcharias ,provoked,diving
563,1974,QLD,ocean/pelagic,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
564,1974,WA,coastal,wobbegong,Orectolobidae,unprovoked,diving
565,1975,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
566,1975,VIC,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
567,1975,SA,coastal,white shark,Carcharodon carcharias ,provoked,snorkelling
568,1975,VIC,coastal,wobbegong,Orectolobidae,provoked,snorkelling
569,1975,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
570,1975,QLD,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
571,1975,TAS,coastal,white shark,Carcharodon carcharias ,provoked,diving
572,1975,NSW,coastal,wobbegong,Orectolobidae,provoked,spearfishing
573,1976,SA,coastal,white shark,Carcharodon carcharias ,provoked,spearfishing
574,1977,NSW,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,boarding
575,1977,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
576,1977,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
577,1977,QLD,estuary/harbour,bull shark,Carcharhinus leucas,unprovoked,swimming
578,1977,QLD,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,snorkelling
579,1977,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
580,1978,WA,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
581,1978,TAS,coastal,white shark,Carcharodon carcharias ,provoked,diving
582,1978,QLD,coastal,bull shark,Carcharhinus leucas,unprovoked,swimming
583,1979,QLD,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,swimming
584,1979,NSW,coastal,whaler shark,Carcharhinidae,unprovoked,swimming
585,1980,NSW,coastal,wobbegong,Orectolobidae,provoked,diving
586,1980,VIC,coastal,bronze whaler shark,Carcharhinus brachyurus,provoked,spearfishing
587,1980,QLD,coastal,whaler shark,Carcharhinidae,unprovoked,boarding
588,1980,SA,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
589,1980,QLD,coastal,grey reef shark,Carcharhinus amblyrhynchos,provoked,diving
590,1980,WA,coastal,white shark,Carcharodon carcharias ,unprovoked,swimming
591,1981,NSW,coastal,tiger shark,Galeocerdo cuvier ,unprovoked,boarding
592,1981,WA,island open ocean,wobbegong,Orectolobidae,unprovoked,swimming
593,1981,WA,coastal,wobbegong,Orectolobidae,unprovoked,other: standing in water
594,1981,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
595,1982,TAS,coastal,white shark,Carcharodon carcharias ,provoked,diving
596,1982,TAS,coastal,white shark,Carcharodon carcharias ,provoked,spearfishing
597,1982,NSW,coastal,white shark,Carcharodon carcharias ,unprovoked,boarding
598,1983,QLD,island open ocean,tiger shark,Galeocerdo cuvier ,unprovoked,swimming
